producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata
37433,ME31230,AMLODIPINA 5 MG X 30 TABLETAS,AMLODIPINA,,TABLETAS,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 5MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99081.jpg
37438,ME43040,AMOXICILINA 500 MG X 10 CAPSULAS,AMOXICILINA,,CAPSULAS,JIANGXI XIER KANGTAI PHARMACEUTICAL CO. LTD,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X 10 DISTR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30058.jpg
37440,ME20340/3,AMOXICILINA 500 MG X 10 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X 10 DISTR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30058.jpg
37441,ME20340/4,AMOXICILINA 500 MG X 12 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X12 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25978.jpg
37442,ME20340/2,AMOXICILINA 500 MG X 6 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X6 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5265.jpg
37446,ME23745,AMOXICILINA 125 MG / 5 ML SUSPENSION,AMOXICILINA,,SUSPENSION ORAL,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA SUSP 125MG/5ML BIU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26127.jpg
37447,ME25639,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION,AMOXICILINA,Amoxicilina,POLVO PARA RECONSTITUCION,SYNTOFARMA S.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg
37452,ME22089,AMOXIVAL 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,AMOXIVAL,Amoxicilina,POLVO PARA RECONSTITUCION,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg
37463,ME42609,ANASTROZOL 1 MG X 30 TABLETAS RECUBIERTAS,ANASTROZOL,Anastrozol,TABLETAS,SALUTAS PHARMA GMBH.,generico_otro_lab,cobeca,lab_generico,,ANASTROZOL TAB 1MG X30 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26476.jpg
37480,ME44489,APITENA 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,APITENA,Apixaban,COMPRIMIDOS,FARMACEUTICA PARAGUAYA S.A.,generico_otro_lab,cobeca,lab_generico,,APIXABAN TAB/REC 2.5MG X 30 MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30329.jpg
37510,ME43445,ATAPEC 100 MG X 30 TABLETAS RECUBIERTAS,ATAPEC,,TABLETAS,TITAN LABORATORIES PVT. LTD.,generico_otro_lab,cobeca,lab_generico,,ATAPEC TAB 100MG X30 FC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25050.jpg
37512,ME25816,ATENOLOL 100 MG X 30 TABLETAS,ATENOLOL,Atenolol,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 100MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7789.jpg
37513,ME25817,ATENOLOL 50 MG X 30 TABLETAS,ATENOLOL,Atenolol,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 50MG X30 BUKA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23700.jpg
37514,ME25982,ATENOLOL 50 MG X 30 COMPRIMIDOS,ATENOLOL,Atenolol,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 50MG X30 BUKA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23700.jpg
37516,ME39468/3,ATORVACOF 20 MG X 30 TABLETAS RECUBIERTAS,ATORVACOF,Atorvastatina,TABLETAS,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB REC 20MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22227.jpg
37518,ME32690/3,ATORVASTATINA 20 MG X 14 COMPRIMIDOS RECUBIERTOS,ATORVASTATINA,Atorvastatina,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB 20MG X14 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11565.jpg
37522,ME37775,ATORVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB REC 20MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22227.jpg
37523,ME35340/3,ATORVASTATINA 40 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,Atorvastatina,TABLETAS,LABORATORIOS FARMA S.A.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA COMP 40MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg
